IPC,ApplicationDate,Region
B64C13/50 | B64C27/28,2017003029,中国
H02J7/00 | B60L11/18 | B63H21/17,2017003029,欧洲专利局
B64C13/50 | B64C27/28,2017003029,中国
H02M3/135,2017003030,俄罗斯
B24B23/02,2017003030,中国
H02M3/135,2017003030,俄罗斯
0,2017003030,俄罗斯
H01R24/00 | H01R13/66 | H01R13/24,2017003030,中国
B64D27/24 | B64D27/26 | B64D35/02 | H02K5/24 | H02K7/116 | H02K7/14,2017003030,加拿大
H02K5/24 | H02K7/116 | H02K7/14 | B64D27/24 | B64D27/26 | B64D35/02,2017003030,加拿大
B64D27/24 | B64C21/00 | B64D35/00,2017003030,加拿大
B64D35/00 | B64D27/24 | B64C21/00,2017003030,加拿大
B64D41/00 | B64D47/00,2017003031,中国
G05B19/418 | H02J1/00 | B64D41/00,2017003031,中国
B64C21/06 | B64D27/18 | B64D27/24,2017003031,美国
B64C21/06 | B64D27/18 | B64D27/24 | B64D27/02,2017003031,美国
F01D25/36 | F02C7/36 | F01D25/24 | B64D27/18 | B64D31/06 | H02K7/18,2017003031,美国
F01D25/36 | F02C7/36 | F01D25/24 | B64D27/18 | B64D31/06 | H02K7/18 | F01D15/10,2017003031,美国
H02J3/24,2017003031,中国
B64C13/40 | B64C25/22,2017003031,德国
B64D35/00 | B64D27/24 | H02K7/00 | H02K7/14,2017003031,日本
B64D35/00 | B64D27/24 | F16F15/126,2017003031,日本
B64D35/00 | B64D27/24 | F16F15/126,2017003031,日本
B64D35/00 | B64D27/24 | H02K7/00 | H02K7/14,2017003031,日本
B65G35/06,2017004001,中国
B29C47/20 | B29C47/92 | B29C48/32 | B29C48/92,2017004001,中国
H05K7/20,2017004001,中国
B64C27/08 | A63H27/18 | A63H30/04 | A63H29/22,2017004001,中国
B60P3/11 | B64C13/00 | B64C23/00 | G08G9/00,2017004003,乌克兰
B64D31/02 | B64D27/24 | H02P1/00,2017004003,法国
B64D31/02 | B64D27/24 | H02P1/00,2017004003,法国
B64D11/06 | B60N2/34 | B60N2/02 | B60N2/44,2017004003,欧洲专利局
B64D27/24 | B64C1/16 | H01M2/10 | H01M50/244 | H01M50/249,2017004004,瑞士
H05K1/02 | H05K1/14 | H05K3/36 | H05K7/14,2017004004,巴西
D06H7/00,2017004005,中国
F02C6/20 | B64D27/02 | B64D41/00 | F01D15/10 | F02C6/14 | F02C7/32 | H02J7/34 | B60L11/18 | F02N11/08,2017004005,美国
B64D27/26 | B64D27/24,2017004005,中国
F02K3/04,2017004005,奥地利
F02K3/04,2017004005,欧洲专利局
F02K3/04,2017004005,欧洲专利局
B64D11/06,2017004006,中国
H01Q21/00,2017004006,俄罗斯
B29C47/08 | B29C47/10 | B29L23/00,2017004006,中国
B64C39/02 | B64C39/08,2017004006,乌克兰
B64D11/00,2017004006,中国
B64D11/00,2017004006,中国
B64C25/58 | F16F15/023,2017004006,中国
B64C39/00 | B64D27/24,2017004006,中国
B64D35/00 | B64D27/24,2017004006,加拿大
B64D35/00 | B64D27/24,2017004006,加拿大
B64D27/10 | B64D27/02 | B64D27/24 | F01K11/02 | F01K23/10,2017004006,欧洲专利局
B64D27/02 | F02C3/04 | B64D27/10,2017004006,欧洲专利局
B29C59/02 | B29L29/00,2017004007,中国
H02J7/00,2017004007,俄罗斯
B22F1/00 | B22F3/02 | B22F9/04 | B23K35/02 | B23K35/36,2017004007,韩国
B62D25/24 | E05B47/00,2017004007,中国
H05B3/14 | B32B27/08 | H05B1/02 | B32B38/00 | B64D15/12,2017004007,美国
H05B3/14 | H05B3/26 | H05B6/46 | B32B27/08 | B32B38/00 | B64D15/12 | H05B1/02,2017004007,美国
B64C27/08 | B64C27/16 | B64C27/22 | B64C29/00,2017004010,罗马尼亚
G09B5/02 | G03B21/14 | G03B17/54,2017004010,中国
F02B71/04 | F02K7/06 | F02G3/02 | F02K9/42 | F02B63/06 | F02B63/04 | H02K35/02,2017004010,乌克兰
B64D35/02,2017004010,德国
B29C49/42,2017004010,中国
F01D15/10,2017004010,乌克兰
B64D27/26,2017004010,奥地利
B64D35/02,2017004010,奥地利
B64D27/40,2017004010,德国
B64D27/26,2017004010,欧洲专利局
B64D27/26,2017004010,欧洲专利局
B64D35/02,2017004010,欧洲专利局
B64D35/02,2017004010,欧洲专利局
H01R13/633 | H01R13/639,2017004011,中国
B64D27/24 | B60L11/18 | B64F1/00,2017004011,中国
B64D27/24 | B60L53/14 | B60L53/35 | B64F1/00,2017004011,中国
B64D27/02 | B64D27/24,2017004011,世界知识产权组织
B64C15/02 | B64D27/24,2017004011,中国
B64C15/02,2017004011,中国
B64C15/02 | B64D27/24,2017004011,中国
B64C15/02,2017004011,中国
B64D27/24 | F01D15/10 | F02C6/00 | B64D35/00,2017004011,日本
B64D27/24 | F01D15/10 | F02C6/00 | B64D35/00,2017004011,日本
B64D27/02 | B64D27/24,2017004011,中国
F02K5/00 | B64D27/02 | B64D27/24,2017004011,中国
F02K1/76 | B64D29/00 | B64D31/00,2017004012,俄罗斯
B64C25/40 | B64D41/00 | B64D27/24 | B60L7/10 | B60L11/18 | B64C25/34 | B64C25/44,2017004012,美国
B64C25/40 | B60L53/12 | B64D27/24 | B60L7/10,2017004012,美国
B64C31/024 | B64C31/028 | B64D27/00,2017004013,捷克
B64C1/00 | B64C27/28 | B64D27/02 | B64C39/02,2017004013,中国
H05F7/00,2017004013,欧亚专利局
B64C31/024 | B64C31/028 | B64D27/00,2017004013,捷克
G01M13/00,2017004014,中国
G01M99/00,2017004014,中国
B64D45/02 | G01R29/08,2017004014,美国
B64D45/02 | G01R29/08,2017004014,美国
B64C27/12 | B64D27/24,2017004016,中国
B64D27/24 | B64C29/00,2017004017,中国
B64D15/12,2017004017,中国
B64D47/00 | H05K7/20,2017004018,中国
B64C39/02 | B64D27/02 | B64D27/24 | B64D35/08,2017004018,日本
B64C39/02 | B64D27/02 | B64D27/24 | B64D35/08,2017004018,日本
F41J9/10,2017004018,中国
B64C39/02 | B64D27/02,2017004018,世界知识产权组织
B64C39/02 | B64F1/08,2017004018,德国
B64C25/24 | B64C25/26,2017004019,巴西
B64C25/24 | B64C25/26,2017004019,巴西
B64F1/22 | B64F1/10 | B64F3/02,2017004019,中国
B64D13/08 | H05B1/02 | H05B3/14,2017004019,韩国
B64C25/26 | B64C25/24,2017004019,美国
B64C25/26 | B64C25/24 | B64C25/32 | B64C25/34,2017004019,美国
B64C25/24 | B64C25/26,2017004019,世界知识产权组织
B64C25/24 | B64C25/26,2017004019,欧洲专利局
B64C25/24 | B64C25/26,2017004019,欧洲专利局
B64C25/24 | B64C25/26,2017004019,西班牙
B64D13/06 | B64D13/02 | F02C9/18,2017004019,巴西
B64D27/24 | B64D35/02,2017004019,中国
B64D27/24 | B64D35/02,2017004019,中国
F04D25/08 | F04D29/54,2017004020,中国
G05D1/10,2017004020,中国
G05D1/10,2017004020,中国
B64D33/00 | B64C27/12,2017004020,印度
B64D33/00 | B64C27/12,2017004020,印度
B64F5/10 | B23P19/10,2017004020,美国
B64F5/10 | B21J15/14 | B21J15/42 | B64F5/50 | B23P19/10 | B64C1/06,2017004020,美国
B64F5/10 | B64C1/12 | B64C1/06,2017004020,美国
B64F5/10 | B64C1/12 | B23P21/00 | B64C1/06 | B23P19/00,2017004020,美国
B64F5/10 | B23P19/00 | B23P21/00 | B64C1/06,2017004020,世界知识产权组织
B64F5/10 | B23P19/00 | B23P21/00 | B64C1/06,2017004020,世界知识产权组织
G01M3/02,2017004021,中国
B23H11/00 | B23H1/00,2017004021,中国
B64F5/10,2017004021,中国
B64F5/40,2017004021,中国
B64F5/10,2017004021,中国
B64D33/08 | B64D27/18 | B64D27/24 | B64C21/06 | B60L11/14 | F02K3/04 | H02G5/10 | H02K9/19 | H02K7/18 | B60L50/16,2017004021,美国
B64D33/08 | H02K7/18 | F02K3/04 | H02G5/10 | H02K9/19 | B60L50/16 | B64C21/06 | B64D27/18 | B64D27/24 | B64D27/02,2017004021,美国
B60L11/14 | B64D27/12 | B64D27/18 | B64C21/06 | H02G5/10 | F02K3/04 | F02C6/20 | H02K7/18 | B60L50/16,2017004021,美国
B64D27/24 | B60L50/16 | H02K7/18 | H02G5/10 | B64C21/06 | F02C6/20 | B64D27/18 | B64D27/12 | F02K3/04 | B64D27/02,2017004021,美国
B64C27/22 | B64C27/32 | B64C27/12,2017004021,中国
B64C27/22 | B64C27/32 | B64C27/12,2017004021,中国
B64D1/12,2017004021,中国
B64D13/02 | B64D13/08,2017004021,中国
B64D13/06 | F04D29/68 | F04D29/42 | F04D29/28 | F04D29/46 | F04D29/44 | F04D25/06 | F04D29/30 | F04D25/08 | F04D25/04,2017004021,德国
B64D13/06,2017004021,奥地利
B64D13/06 | F04D25/04 | F04D25/06 | F04D25/08 | F04D29/42 | F04D29/44 | F04D29/46 | F04D29/68,2017004021,欧洲专利局
B64D13/00 | B64D13/02 | F04D29/26 | F04D29/40 | F24F5/00,2017004021,加拿大
B64D13/06 | F04D25/04 | F04D25/06 | F04D25/08 | F04D29/42 | F04D29/44 | F04D29/46 | F04D29/68 | F04D29/28 | F04D29/30,2017004021,欧洲专利局
B64C27/08 | B64D31/10 | B64D35/08,2017004021,德国
A63H27/18 | A63H29/22,2017004022,中国
G01R31/00 | G01R31/34 | G01R31/36,2017004022,中国
B64F1/20,2017004024,中国
E04B2/00,2017004024,中国
G01V3/165,2017004024,俄罗斯
F16P3/14 | H01R43/048,2017004024,中国
H01Q21/00 | H01Q13/08 | H01Q1/38 | H01Q1/36,2017004024,中国
F41J2/00 | B63G8/34,2017004025,俄罗斯
A62C37/50,2017004025,中国
B64C27/08,2017004025,俄罗斯
B64F1/36,2017004025,中国
B64F1/36,2017004025,中国
B64C13/50 | F16H1/20 | F16H1/28 | F16H1/46,2017004026,俄罗斯
B64C27/08 | B64C27/26 | B64C3/38,2017004026,中国
F04D29/70,2017004026,中国
H02K5/00 | E06B11/02,2017004026,中国
0,2017004026,美国
G01C7/04 | B64C39/02 | B64C27/08 | B64C13/18 | G05D1/10 | G08G5/00 | G01C15/00 | H02G1/02,2017004027,日本
B64F3/02,2017004027,中国
B64F3/02,2017004027,中国
G21C3/02,2017004027,俄罗斯
0,2017004027,俄罗斯
G21C3/02,2017004027,俄罗斯
F25B27/00 | F25B29/00 | F25B41/04 | F03G6/00 | F01K11/00 | F25B41/20,2017004027,中国
G06F1/16,2017004027,奥地利
G06F1/16 | B60R11/02 | F16M11/10 | F16M11/16 | F16M13/02 | B64D11/00 | B60R11/00,2017004027,欧洲专利局
G06F1/16 | B60R11/02 | F16M11/10 | F16M11/16 | F16M13/02 | B64D11/00 | B60R11/00,2017004027,欧洲专利局
B64D45/02,2017004027,世界知识产权组织
G05D1/10 | G01S13/70 | G01S13/50,2017004028,中国
H02J7/00,2017004028,中国
B60S5/06 | B60P3/00,2017004028,中国
B60L53/80 | B60S5/06 | B60P3/00,2017004028,中国
G01G23/00 | H02K7/116 | H02K7/18,2017004028,中国
H02J1/12 | B64D47/00,2017004028,法国
H02J1/12 | B64D47/00,2017004028,法国
0,2017004028,俄罗斯
E01H1/08 | B64C39/02,2017004028,中国
B64C29/00 | B64C3/56 | B64C5/02 | B64C5/06 | B64C11/46,2017004028,中国
B64C29/00 | B64C3/56 | B64C5/02 | B64C5/06 | B64C11/46,2017004028,中国
D06H7/00,2017004028,中国
G05D1/10 | G01S13/70 | G01S13/50,2017004028,中国
G05D1/10 | G01S13/70 | G01S13/50,2017004028,中国
H05B3/26 | B64D13/08 | F24D13/02,2017004028,中国
H05B3/26,2017004028,俄罗斯
H05B3/26,2017004028,俄罗斯
H05B3/26,2017004028,奥地利
H05B3/26 | B64D13/08 | F24D13/02,2017004028,世界知识产权组织
H05B3/26 | B64D13/08 | F24D13/02,2017004028,欧洲专利局
H05B3/26 | B64D13/08 | F24D13/02,2017004028,欧洲专利局
G01V3/08,2017005002,中国
F24F3/16 | B60H3/06 | B01D46/00 | B01D53/00 | A61L9/00 | F24F7/00 | G01N33/00,2017005002,印度
B64D27/20 | B64B1/20 | H05F7/00,2017005003,欧亚专利局
B64D27/20 | B64B1/20 | H05F7/00,2017005003,欧亚专利局
B64D27/02 | B64D35/08 | B64D35/02,2017005003,中国
B64D,2017005004,意大利
B64D,2017005004,意大利
B64D41/00,2017005004,中国
F01D1/02 | F01D5/04 | F01D5/18 | F02K3/068,2017005004,卢森堡
B64C27/08 | B64C39/02 | B25J19/00 | B25J9/16,2017005004,中国
B64C39/02 | B64C27/08 | B64C27/14,2017005004,中国
A21C11/00,2017005005,中国
B64D33/00,2017005005,中国
B64D33/00,2017005005,中国
H04L29/08 | B60L11/18,2017005005,中国
B64C13/50 | B60T8/17 | B60T17/22 | B64C9/24 | B64C9/18 | B64D45/00 | H02P29/04 | H02P29/024 | H02K7/102 | H02K11/21 | H02K11/24 | H02K7/14,2017005005,美国
B64C13/50 | B60T17/22 | B64C9/18 | B64C9/24 | B64D45/00 | H02K7/102 | H02K7/14 | H02P29/024 | H02P29/04 | B60T8/17 | B60T8/88 | B64F5/60 | H02K11/21 | H02K11/24,2017005005,美国
B65D81/18 | B65D25/28 | B65D55/02 | B65D79/00 | B65D85/68,2017005006,中国
B25H3/02,2017005006,中国
H04N7/18 | H04N5/232 | H02S20/30,2017005008,中国
E01F3/00 | G01P5/00 | G01G19/07,2017005008,中国
D05C5/02,2017005008,中国
G08B5/38 | H01T19/04,2017005009,中国
B60R11/02 | B60R11/00 | B60R7/04 | B60K35/50 | B60K37/04,2017005009,德国
B64F1/36,2017005009,中国
F02C6/00 | F02C6/18 | F02C7/08 | H01M8/22 | H01M8/0612 | H02J7/34,2017005009,中国
A62C3/08,2017005009,奥地利
A62C3/08 | A62C99/00 | B64D37/32,2017005009,欧洲专利局
A62C3/08 | A62C99/00 | B64D37/32,2017005009,欧洲专利局
A62C3/08 | B64D37/32 | A62C99/00,2017005009,德国
B64C27/22 | B64D27/02,2017005010,中国
0,2017005010,美国
F24H3/04 | F24H9/02 | F24H9/00 | F26B21/00,2017005012,中国
B64C27/08 | B64C1/30 | B64C25/34 | B64C25/62 | B64D47/00,2017005012,中国
0,2017005012,俄罗斯
B65H23/032,2017005012,中国
B23K11/30 | B23K11/02,2017005012,中国
B64C1/00 | B64G1/00,2017005012,俄罗斯
B64D27/12 | F03D9/32,2017005012,希腊
B64G1/10 | B64G1/40,2017005012,中国
B64F1/315 | F41H5/24,2017005012,美国
F41H5/24 | B64F1/315 | B66B20/00 | B66B23/00,2017005012,美国
B64C27/08 | B64C11/28 | B64C29/02 | B64C39/02 | B64C39/06 | B64D27/24,2017005012,美国
B64C39/06 | B64C27/50 | B64C29/00 | B64C3/10 | B64C27/08 | B64C27/12 | B64D27/24 | B64D31/00 | B64C1/06 | B64C39/02 | B64C29/02 | B64D27/02 | B64C11/28 | B64C1/00,2017005012,美国
G06F1/26,2017005013,中国
B60F5/02,2017005014,土耳其
F25B5/04 | F25B41/04 | F25B41/06 | F25B49/02 | B64F1/36 | F25B41/20 | F25B41/325 | F25B41/36,2017005015,中国
F16F9/53 | F41A25/00,2017005015,中国
F16F9/53 | F41A25/00,2017005015,中国
B64C27/02,2017005015,世界知识产权组织
B01J35/02 | B01J27/24 | B01J29/068 | B01J35/06 | B01J37/02 | B01D53/86 | C01B21/082 | A61L9/01 | A61L9/00 | A61L9/16 | B01J20/18 | B01J20/20 | B01J20/28,2017005015,日本
B21F35/00 | B21C51/00,2017005016,中国
G06F17/50,2017005016,中国
G06F30/23 | G06F30/15 | G06F119/10,2017005016,中国
B60L11/18 | B64D27/24 | B63H21/17,2017005016,世界知识产权组织
B60L53/80 | B60L53/16,2017005016,美国
B60L53/14 | B64D27/24 | B63H21/17,2017005016,中国
B62K15/00,2017005017,中国
B23P19/06,2017005017,中国
B64D25/10 | B64D17/34 | B64D17/78 | B64D17/54,2017005017,俄罗斯
B64D31/06 | B64D27/16 | B64D27/24,2017005017,美国
B64D35/08 | B64D31/06 | B64D27/16 | B64D27/24 | B64D27/02,2017005017,美国
B64D27/24 | B64D27/18 | H02K3/28 | H02K1/27 | F02K3/06,2017005017,美国
B64D27/24 | F01D15/10 | F02K3/12 | H02K7/18 | H02K1/27 | B64D27/10 | H02K16/04 | H02K3/28 | F02K3/06 | B64D27/18 | H02K21/14 | B64D27/02 | H02K5/173,2017005017,美国
A62C27/00,2017005018,中国
A62C27/00,2017005018,中国
B64C13/50 | F16D7/02,2017005018,韩国
G01P15/08 | B64C27/00 | F16F7/10 | F16F15/03 | G01P1/00,2017005018,波兰
A47L1/03 | A47L11/38 | A47L11/40,2017005019,中国
A01M7/00,2017005019,中国
F24F6/00 | F24F6/10 | F24F3/16 | F24F11/00,2017005019,中国
B64C3/56 | B64C27/08 | B64C27/26 | B64D17/80,2017005019,中国
B23K10/00,2017005019,中国
B64C3/56 | B64C27/08 | B64C27/26 | B64D17/80,2017005019,中国
B60K6/50,2017005019,法国
B60K6/50,2017005019,法国
H02J50/10,2017005022,中国
B23H1/00,2017005022,中国
D06F75/38 | D06F75/26 | D06F75/34,2017005022,中国
0,2017005022,美国
0,2017005022,美国
B64D27/24 | B64D35/08 | F02C7/32,2017005022,印度
B64D27/24 | B64D35/08 | F02C7/32,2017005022,印度
H01B5/08 | H01B3/08 | H01B3/44 | H01B7/18 | H01B7/28,2017005023,中国
B01D53/86 | B01D46/10,2017005023,中国
G05D1/00 | G05D17/02 | B60T8/17 | B64C25/40 | B64C13/00,2017005023,德国
G05D17/02 | B60T8/17 | G05D1/00,2017005023,欧洲专利局
G05D1/00 | G05D17/02 | B60T8/17 | B64C13/00 | B64C25/40,2017005023,欧洲专利局
G05D1/00,2017005023,奥地利
H02M7/00,2017005024,俄罗斯
B64D13/06,2017005024,法国
B64D13/06,2017005024,法国
E21D9/10 | G01C21/12,2017005025,中国
B25J5/00 | B25J15/06,2017005025,中国
B25J5/00 | B25J15/06,2017005025,中国
B66F9/12 | B66F9/22 | B66F9/075,2017005025,中国
B64D27/24 | B64D27/10 | B64D27/16 | F02C3/04 | F01D15/10,2017005025,美国
B64D27/10 | B64D27/16 | B64D27/24 | F01D15/10 | F02D3/04 | B64D35/02 | F02C3/04 | B64D27/02,2017005025,美国
H04B3/54 | H04L27/26,2017005025,中国
F02C7/00 | F02C6/00 | F02C3/00 | F02C,2017005026,印度
B64D,2017005026,意大利
B64D,2017005026,意大利
B64D27/12 | B64D27/26 | B64C11/46 | B64C29/00,2017005026,美国
B64D27/12 | B64D27/26 | B64D27/06 | B64C11/46 | B64C29/00 | B64D27/24 | B64C29/02 | B64D35/08 | B64C39/02 | B64D31/00 | B64D27/02,2017005026,美国
F02C7/10 | F02C6/18 | F02B47/08 | F02C,2017005026,印度
F24F11/00 | F24F13/00 | F25D21/08 | F25B29/00,2017005027,中国
B66F11/00 | B64F5/00,2017005027,中国
B64C27/26 | B64C29/02,2017005027,中国
B64D31/06 | B64D27/24 | B64D25/00 | B64D17/80 | B64D11/06 | B64C39/02 | B64C27/473 | B64C27/20 | B64C27/14 | B64C27/08 | B64C25/56 | B64C25/52 | B64C25/34 | G05D1/08 | B64D31/04,2017005029,美国
B64D31/06 | B64C27/14 | B64C27/08 | B64C25/56 | B64C25/52 | B64C25/34 | G05D1/08 | B64D31/04 | B64C29/00 | B64D27/24 | B64D25/00 | B64D17/80 | B64D11/06 | B64C39/02 | B64C27/473 | B64C27/20,2017005029,美国
B64C27/00 | B64D27/00,2017005030,德国
B60F5/02,2017005030,美国
B23K20/12 | B23K20/26,2017005031,中国
B64B1/30 | B64C29/00 | B64C27/08,2017005031,俄罗斯
B64F1/22 | B60L15/20,2017005031,中国
G01S5/00,2017005031,俄罗斯
E05B47/00 | E05B15/00 | E05B3/00 | E05B17/00 | B64C1/14,2017005031,中国
B64C31/04 | H02J7/32,2017005031,中国
G01L5/13 | G01R31/34,2017006001,中国
G01L5/13 | G01R31/34,2017006001,中国
G05B13/04,2017006001,中国
B64C27/00 | G01P1/00 | G01P15/08,2017006001,美国
F16F15/03 | G01P15/08 | B64C27/00 | F16F7/10 | G01P1/00,2017006001,美国
F03D9/25 | F03D1/02 | F03D9/32 | H02K16/00,2017006002,中国
H05K7/02 | A61M5/178 | A61M3/00 | A61M1/00,2017006002,中国
F21S8/00 | F21V3/04 | F21V14/02 | F21V21/14 | F21V23/00 | F21Y115/10,2017006002,中国
B64D27/26 | B64D47/00 | B64D45/04 | B64C27/08,2017006002,中国
A01G3/025 | A01G3/037,2017006002,中国
A01G15/00,2017006002,俄罗斯
B65G21/02 | B65G49/00,2017006002,中国
B23Q3/08,2017006002,中国
F16F7/10 | F16F15/00 | F16F15/02,2017006002,韩国
F16F7/10 | F16F15/00 | F16F15/02,2017006002,韩国
B44B1/00 | B44B1/06,2017006005,中国
B64C25/22,2017006006,德国
G01R31/02,2017006006,法国
G01R31/02,2017006006,法国
B60W20/17,2017006006,法国
B60W20/17,2017006006,法国
B64D13/06,2017006006,奥地利
B64F5/40,2017006006,中国
G01R31/02 | G01R27/14,2017006006,中国
B64D13/06 | B64D41/00,2017006006,欧洲专利局
B64D13/06 | B64D41/00,2017006006,欧洲专利局
B08B7/02 | B06B1/06 | B06B3/02 | H02G7/16 | B64D15/16,2017006006,中国
B64D29/06 | F02K1/76 | B64D29/08,2017006006,中国
B64D29/06 | F02K1/76 | B64D29/08,2017006006,中国
B64D29/06 | B64D29/08,2017006006,美国
B64D29/06 | B64D29/08 | F02K1/76,2017006006,世界知识产权组织
B64D29/06 | B64D29/08 | F02K1/76,2017006006,加拿大
B64D29/06 | B64D29/08 | F02K1/76,2017006006,欧洲专利局
B64D29/06 | B64D29/08 | F02K1/76,2017006006,欧洲专利局
B64D43/02,2017006006,美国
B64D43/02 | G01C21/16,2017006006,美国
H02K3/14 | H02K3/30 | H02K3/32 | H02K16/02 | H02K9/14 | H02K9/02 | H02K7/14 | H02K3/47 | H02K9/06 | H02K9/22 | H02K21/12,2017006006,美国
H02K9/00 | H02K3/14 | H02K3/47 | H02K3/32 | H02K3/30 | H02K9/22 | H02K9/02 | H02K9/06 | H02K9/14 | H02K16/02 | H02K7/14 | H02K21/12,2017006006,美国
B64F1/02 | H02K49/10 | H02K9/197,2017006007,中国
B64C29/00 | B64C3/56 | B64C11/00 | B64C11/46,2017006007,中国
B64C27/10,2017006007,俄罗斯
F01D11/24,2017006007,俄罗斯
0,2017006007,俄罗斯
F01D11/24,2017006007,俄罗斯
B64D17/00,2017006007,韩国
F02B63/04 | B64D35/02 | B64D27/24 | H02K7/108 | F01D15/12 | F01D15/10 | H02K7/18 | H02K7/10 | B64C39/02 | H02K7/116 | B64D27/10 | H02P9/04 | B64D27/02 | F02D29/06,2017006007,美国
E04H1/12 | G07F19/00,2017006008,中国
G01R31/28,2017006008,中国
A61N1/362 | A61N1/365 | A61N1/37,2017006008,中国
B67D7/04 | B67D7/06,2017006008,中国
B64D27/24 | B64D27/10 | B64D31/06 | B64D35/08,2017006008,美国
F02C7/36 | F02C3/113 | B64D31/06 | B64D27/24 | B64D27/10 | B64D35/08 | F02C9/42 | B64D27/02 | B64D31/02,2017006008,美国
0,2017006008,英国
B64D15/12,2017006008,英国
G01H11/08 | H02N2/18,2017006009,中国
B64D31/00 | B64D27/24 | B64D27/10 | B64C27/04 | F02C6/20,2017006009,美国
B64D31/00 | B64D27/24 | B64C27/12 | F02C6/20 | F02K5/00 | B64D27/10 | B64C27/04 | B64D27/02,2017006009,美国
H04Q9/00 | G06Q10/06 | G06Q10/00,2017006011,美国
H04Q9/00 | G06K9/00 | G06Q10/06 | G06Q10/00 | G06Q50/06,2017006011,美国
G05B19/042,2017006012,中国
A41H37/10,2017006012,中国
G01D11/00 | G08C17/00 | H02M1/00 | H04Q9/00 | H04W4/00,2017006012,法国
G01D11/00 | G08C17/00 | H02M1/00 | H04Q9/00 | H04W4/00,2017006012,法国
D05B65/00,2017006012,中国
B64D9/00,2017006012,中国
B64D27/24 | B64D27/10 | B64D35/08 | B64D31/06,2017006012,美国
B64D27/24 | F02C6/14 | F02K5/00 | F02C7/268 | F02C7/262 | F02C6/00 | F01D15/10 | F02C7/36 | B64D27/02 | B64D31/06 | B64D31/02 | B64D27/10 | B64D35/08,2017006012,美国
B64D9/00,2017006012,中国
B64C27/08 | B64D27/02,2017006012,中国
G07C5/08 | B64D27/10 | B64D27/24 | B64D35/08,2017006013,美国
B64D27/02 | G07C5/08 | B64D27/10 | B64D27/24 | B64D35/08 | B64D43/00 | B64D45/00,2017006013,美国
H02B1/26 | H01H50/02,2017006013,法国
H02B1/26 | H01H50/02,2017006013,法国
F22B1/22 | F22B33/18 | F22B37/10 | F23B90/06 | F23L5/00,2017006014,中国
B24B23/02 | B24B47/12,2017006014,中国
B64D27/24 | B64C27/08 | B64C27/14,2017006015,中国
H02K53/00,2017006015,中国
G03B5/00 | G03B15/00 | B64D47/08 | B64C39/02 | B64C27/08 | B64D27/24 | H04N5/232 | H04N5/225 | H04N5/222,2017006015,日本
B64C29/00,2017006015,西班牙
B64C29/00,2017006015,西班牙
H02K5/18,2017006015,世界知识产权组织
B64D27/24 | B64C29/02 | B64C11/30 | B64C11/28 | B64C25/36 | H02K7/18 | H02K7/108 | H02K7/14,2017006016,美国
B60L11/18 | H02J7/32 | H02J7/35 | H01M8/04746 | H01M8/0612,2017006016,中国
H02H3/38,2017006019,法国
H02H3/38,2017006019,法国
G05G9/047 | H01H36/00,2017006019,韩国
H02J3/00,2017006019,中国
B23P19/00 | B64F5/50,2017006019,中国
B23P19/00 | B64F5/50,2017006019,中国
B64D27/24 | B64C27/08 | B64C39/02 | H02J7/00,2017006020,日本
B60L11/18 | B64C39/02 | B64D47/08 | H04L29/08,2017006020,中国
F02K3/00 | F01D15/10,2017006020,俄罗斯
H02M3/00,2017006020,俄罗斯
B64D17/80,2017006020,中国
B64D27/02 | B64C27/26 | B64C29/02 | B64C39/02 | B64D27/24,2017006020,加拿大
A45C5/04 | A45C5/14 | B62K5/02 | A45C13/38 | A45C13/00,2017006021,中国
G09B23/18,2017006021,中国
B64C27/10 | B64C27/12 | B64C27/68,2017006021,中国
B64C27/10 | B64C27/12 | B64C27/68,2017006021,中国
H04N5/64 | G06F1/16,2017006021,美国
G06F1/16 | H04N5/64 | F16M11/10 | G06F1/20 | B60R11/02 | F16M13/02 | F16M11/16 | B60R11/00 | B64D11/00,2017006021,美国
B62K11/00 | B62K15/00 | H01M2/30 | H01M50/543,2017006022,中国
A47J43/044 | A47J43/07,2017006022,中国
C08J3/28 | C08L23/06 | H01B13/00,2017006022,俄罗斯
G01R31/36,2017006022,中国
D06B3/04 | D06B23/20,2017006022,中国
B64D39/00 | B60L11/18 | H01R13/00 | H01R24/00,2017006022,欧洲专利局
B60L11/18 | B60M7/00 | B64C39/02 | H02J7/00,2017006023,中国
B60L11/18 | B64C39/02,2017006023,中国
B60L11/18 | B64C39/02 | B64D27/24 | B64C21/04 | E04H12/00,2017006023,中国
B60L11/18 | B60M7/00 | B64C39/02,2017006023,中国
B60L11/18,2017006023,中国
B60L11/18 | B60M7/00 | B64C39/02,2017006023,中国
B60L11/18 | B60M1/12 | B64C39/02,2017006023,中国
B60L11/18 | B60M1/12 | B64C39/02,2017006023,中国
B60L11/18,2017006023,中国
B60L11/18 | B60M7/00 | B64C39/02 | B64C25/32 | B64C25/62,2017006023,中国
B60L11/18 | B60M7/00 | B64C39/02 | B64C25/32 | B64C25/62,2017006023,中国
B60L11/18 | B60M7/00 | B64C39/02,2017006023,中国
B60L11/18 | B60M7/00 | B64C39/02,2017006023,中国
B60L11/18 | B60M7/00 | B64C39/02,2017006023,中国
B60L11/18 | B60M7/00 | B64C39/02 | B64C25/32 | B64C25/62,2017006023,中国
B60L11/18 | B61B13/00 | B64C39/02,2017006023,中国
